nombre, direccion,ruc,representante_dni,telefono
FPL Group Inc.,Wawoj River 939,10687412595,13291487,5364233
Cinergy Corp.,Atuf Heights 676,10426151784,15054639,973688135
USFreighways Corporation,Rossi Point 675,10721169826,49311641,969675817
Compass Bancshares Inc,Muti Place 419,20714494677,30744078,6538277
J.B. Hunt Transport Services Inc.,Nahtiz Lane 505,20235468837,68713026,996731161
Walgreen Co,Zuiw Mill 316,20298912329,54170191,6592376
Service Corp. International,Goob Center 999,20858733267,72331202,3742257
Federal Express Corp.,Dacna Pike 818,20151577196,64867552,3929836
"Air Products and Chemicals, Inc.",Ralunu Place 683,20969614597,69747542,998966474
NSTAR,Mehalu River 423,20243231568,86277674,971828931
Dillard's Inc.,Jegcoc Heights 580,10327774628,73460642,949462366
"AutoNation, Inc.",Zumos Parkway 267,20131419849,95162329,2113719
Metals USA Inc.,Dajad Highway 062,20426732191,20492709,964127641
Toys 'R' Us Inc,Mogi Loop 448,10681768379,09354251,5216854
SouthTrust Corp.,Lofko Terrace 207,20826877878,70266209,2332766
Polo Ralph Lauren Corp,Devo Loop 145,20192251514,63977324,4569494
Synovus Financial Corp.,Wapo View 981,10343831643,56411227,918856685
"Applied Materials, Inc.",Unvih Square 595,20176983318,42854308,4142979
ABM Industries Incorporated,Faale Lane 208,20775373755,85238328,965569178
Penn Traffic Co.,Vidpug Highway 956,10453722464,99012622,5255412
The AES Corporation,Omri Pass 217,10374855866,93151094,5794375
Ruddick Corp,Depe Circle 712,10643471927,70544302,4739859
Genuity Inc.,Gicug Junction 049,20991578747,25483260,959515678
Georgia Gulf Corporation,Itauso Street 995,20191887697,04683960,969919966
Starwood Hotels & Resorts Worldwide Inc,Dohvik Square 042,20513545184,73880886,3276846
Equifax Inc.,Hugup Heights 589,20787343244,16923514,979952391
Imperial Sugar Company,Fukuh Pass 673,20933515474,12172232,5594548
Federal Express Corp.,Jimufi Center 146,10157779575,21857279,6132961
Sysco Corp,Saswa Terrace 451,20995289258,62687166,4265296
McDonald's Corporation,Mora Extension 287,10529825758,20567119,4279567
"Airgas, Inc.",Cadono Circle 738,20714156486,21113236,6272732
Fifth Third Bancorp,Jilfe Manor 478,20376165559,31200751,925968869
Sempra Energy,Ikse View 047,10578989442,49416819,2921449
Abbott Laboratories,Jejvi Parkway 592,10292837177,99678993,948618411
Computer Sciences Corp.,Zizda Way 886,20896198575,12447712,4899728
Genzyme Corporation,Fouwi River 022,20479177763,94920524,972114327
Jones Apparel Group Inc.,Ewoze Loop 182,10622634932,55526210,971585956
Dow Chemical Company,Fele Road 911,10989115117,61069356,2764785
Terex Corp,Rubog Trail 285,20421383896,33852470,918211841
Hughes Supply Inc.,Owlu Pike 334,10716872849,81530013,942183976
Service Corp. International,Volmo Loop 414,10967439632,40753125,968871139
Host Marriott Corp.,Ubziw Highway 841,20441731958,79556577,922891618
Stein Mart Inc,Vuhet Plaza 605,10788269198,45430784,4441315
"Amtran, Inc.",Mujid Square 867,20351571231,50363959,6621264
Constellation Emergy Group Inc.,Vimge Street 750,20715676422,62954480,923164898
United Rentals Inc,Okiaci Pike 136,20367628446,95870226,987647135
Estee Lauder Companies Inc.,Zahi Court 376,10934644293,47740234,6121596
TJX Companies Inc,Coiso River 147,10924899322,08406379,2228974
Circuit City Stores Inc.,Gogis Way 593,20572742281,66935601,943829146
Enterprise Products Partners L.P.,Mukzat Lane 576,10281415233,21897629,975438961
America West Holdings Corporation,Ajisu Manor 299,20211557324,14618937,3216691
Pennzoil-Quaker State Company,Rivuhi Road 109,20957658977,34863270,4713677
Whole Foods Market Inc,Veswa Turnpike 414,10384236379,62282260,2423611
Grey Global Group Inc.,Sirve Glen 368,10829699548,36110306,957438742
K-Mart Corp.,Wovig Center 454,10748344675,93818830,2836156
Tesoro Petroleum Corp.,Satawe Drive 435,20952935114,49094958,3181549
Quanta Services Inc.,Gedmi River 554,20354448597,28436756,2245926
Phelps Dodge Corp.,Kupga Glen 993,10549811782,39372784,6687424
Banta Corporation,Lobic View 945,20925557551,42825102,6148931
The Goodyear Tire & Rubber Company,Agobi Pike 306,20717557914,43138878,6558688
Bed Bath & Beyond Inc.,Pakpap Highway 190,20823853264,74273473,949667157
SPX Corp,Jegog Road 589,20859599647,47913361,993553237
Deluxe Corporation,Atawec Circle 907,10772345312,29835084,948848142
Bank One Corporation,Gadma Circle 669,20678714398,16631571,3225639
United Technologies Corporation,Hewar Pass 289,10939976818,19244686,3195788
American Greetings Corporation,Resori Key 596,20932958666,29090552,929737994
"Ames Department Stores, Inc.",Dogmip Center 585,10498291135,31882127,953713886
General Motors Corporation,Gojad Ridge 958,20154225228,08873270,948123864
"Advantica Restaurant Group, Inc.",Cade Drive 024,10524129131,02396417,4633876
Scana Corp.,Molo Drive 852,20317441862,40540345,994688958
Peoples Energy Corp.,Cotit Boulevard 626,10868268827,05870128,2244611
Deluxe Corporation,Sare Pike 755,20156127753,01766766,989934748
Sears Roebuck & Co,Icasic Circle 641,20539576733,09988017,999518442
Primedia Inc,Iwhom Loop 564,10938519443,90527354,943834651
Procter & Gamble Co.,Uzewa Trail 763,10547216747,72931348,6893816
"Budget Group, Inc.",Rafe Plaza 252,10782948688,60341721,947448883
Staff Leasing Inc.,Waczav Pike 539,20163418584,73517312,924577221
Providian Financial Corp.,Rizijo Lane 337,20967114592,28339209,2331343
CDW Computer Centers Inc.,Sadgup Grove 394,20158186876,99924606,3621768
Union Pacific Corporation,Refog Key 279,10525942243,88984901,987488226
General Dynamics Corporation,Difluk Street 427,20653955513,47859664,4415578
Ingram Micro Inc.,Elewuk Square 888,10845679217,83799206,937569715
Walt Disney Co,Utiazi Road 068,20935287893,15110125,6664819
AOL Time Warner Inc.,Hapgo View 156,20427729742,12452371,977482228
RGS Energy Group Inc,Bidviv Junction 425,20956789569,69293142,916345911
Liz Claiborne Inc.,Wutzog Center 739,20665649157,26333245,3876421
Domino's Pizza LLC,Sudu Point 371,10219556256,18808446,993837325
Stryker Corp,Inueri Grove 854,10829258332,50232192,996212535
Public Service Enterprise Group Inc.,Ubopuf Trail 566,10984736398,17730165,6573588
Regions Financial Corp.,Leula Key 655,10458969771,39663512,932628839
Astoria Financial Corporation,Panow Pike 851,10624267739,19066348,2934396
Public Service Enterprise Group Inc.,Cozem Highway 244,10247885592,17952805,5624756
CMS Energy Corp.,Ejiru Glen 988,20455663325,44402034,5574521
North Fork Bancorporation Inc,Bodre Lane 761,20898889557,61635351,996213117
CH2M Hill Cos. Ltd.,Povsaw Grove 594,10557139781,03445492,999245911
RoadwayCorp,Suhok Turnpike 751,10643411536,73878899,6231227
EGL Inc.,Duwoko Boulevard 061,20164945442,58577072,913513649
CVS Corp.,Moher Plaza 313,10843766292,83644352,3493157
Kindred Healthcare Inc.,Wegez Heights 833,10673668568,07458177,5593914
Pennzoil-Quaker State Company,Dunof Manor 258,20721431334,41201684,4161199
Apartment Investment and Management Company,Isoapu Pass 011,20893919173,53107647,2763564
Continental Airlines Inc.,Cepa Road 765,10755371739,93254024,3339188
Sysco Corp,Gozca Way 351,20329586211,18588770,3861792
General Motors Corporation,Lipa Point 862,10431955297,46238550,3765651
Kindred Healthcare Inc.,Favek Manor 185,20686575664,74919427,2121328
Foamex International Inc,Kituh Drive 626,20685336391,53768379,6963659
Ace Hardware Corporation,Kimat Court 603,20978151553,50123213,912214432
Sysco Corp,Aruuk Terrace 891,10227247726,96961676,2914197
Great Plains Energy Inc.,Gare Way 901,10116729323,82043075,2641912
"Benchmark Electronics, Inc.",Leej Junction 215,20944276172,42769471,4289728
"AutoZone, Inc.",Evonov Glen 681,10297811943,82035608,6499426
Park Place Entertainment Corp,Zasgi Point 266,10946437866,60833797,976954941
Dean Foods Company,Ukuaf Pike 359,10223932122,31797557,3813993
Gentiva Health Services Inc.,Ubuzis Mill 406,20695412396,30703453,6154433
Corning Inc.,Ceti Place 492,10985611848,59963534,973712122
Southwest Airlines Co,Vilu Path 929,20783623978,82860567,6897878
Mattel Inc.,Gacu Key 253,10983351953,19981214,5119216
Granite Construction Incorporated,Imbi Trail 564,20515479271,95000003,3613384
Omnicom Group,Wouv Mill 952,10729312231,83486565,963586575
Casey's General Stores Inc.,Acogok Way 106,20365847721,65353841,918864574
Linens 'n Things Inc.,Gilgi Trail 134,10766738127,29130372,3243134
Pennzoil-Quaker State Company,Roka Path 800,20664252793,00905630,3236891
Outback Steakhouse Inc.,Sibna Parkway 780,20662867331,42789344,6113758
"D&K Healthcare Resources, Inc.",Buelu Highway 175,20788757219,42591002,2373274
Bristol-Myers Squibb Company,Zaja Heights 987,20471868748,28887219,929377879
Viacom Inc,Wudak Square 267,20894288148,49702423,5573566
Tribune Company,Pigfo Avenue 404,10264412141,91605371,979677672
Microsoft Corporation,Bageb Avenue 982,10788826228,33837610,984288514
Texas Industries Inc.,Duadi Road 331,10979586533,13824227,3327351
Jefferson-Pilot Co.,Dodno Drive 965,20954558446,69519178,4723258
"Allied Waste Industries, Inc.",Orpu Park 571,20888147793,68956534,4853163
Mohawk Industries Inc.,Virow Ridge 544,10567275595,20631984,912453582
Crane Co.,Cufmi Drive 422,10536663261,32628633,3825697
Farmland Industries Inc.,Culno Circle 101,20366385495,96738737,4295942
Kimball International Inc.,Retbe Circle 939,10342449985,30897639,999848385
CMGI Inc.,Lafju Center 943,10676253653,21631935,969936834
KeyCorp,Noluf Square 107,10164595477,76525056,4778248
Bethlehem Steel Corporation,Narne Road 538,10945861422,23621908,3926178
Occidental Petroleum Corp,Gicak Junction 688,10658733818,63984714,6287394
Pantry Inc,Muog Circle 930,10775324455,16980387,973165313
Watsco Inc,Hofsow Point 964,10437574297,84845148,934193652
Trigon Healthcare Inc.,Cezruw Pass 410,20724461242,29914779,937424272
Adelphia Communications Corporation,Difo Trail 384,10685765874,63909655,6555329
Fidelity National Financial Inc.,Adjeh Court 793,20662555186,19841373,5984971
Weatherford International Inc,Idado Parkway 001,20279851177,59802100,974294481
"Citigroup, Inc",Daez Place 798,20643614594,58533047,2967236
Packaging Corp. of America,Tiszo Pike 715,20753774323,40590113,6137498
Viasystems Group Inc,Kilek Parkway 189,20344539674,01731468,977818921
"Borders Group, Inc.",Tani Point 978,20271466812,70712706,3493385
Starwood Hotels & Resorts Worldwide Inc,Vakane Road 338,10849681419,56483095,5117967
Ace Hardware Corporation,Miaza Extension 019,10291372458,85354532,4727449
On Semiconductor Corp,Tudkom Terrace 468,10782377457,76117054,6749749
PNM Resources Inc,Fimfu Avenue 003,10518695619,89839623,991413222
RPM Inc.,Johje Square 134,10889982296,25469768,5583235
WorldCom Inc,Wulkon Glen 239,20563139618,29565887,2117461
Health Management Associates Inc.,Elumo Turnpike 101,20787688481,62233246,979851265
Starwood Hotels & Resorts Worldwide Inc,Iruc Heights 105,10854988995,85182174,994189391
Revlon Inc,Ereko Road 733,20567991312,73466867,916349679
Fortune Brands Inc.,Lizma Junction 756,20731468614,47212097,984792265
BellSouth Corporation,Feor Plaza 285,20742617653,22451821,4233975
Safeco Corp,Segge Grove 509,10414258595,97785377,3867998
Steelcase Inc,Lovlut Pass 299,10996817856,08585220,6954191
Pfizer Inc,Zidpuh Terrace 349,10358922589,51673187,3271911
Southern Union Company,Lajsag Terrace 284,10575657631,58449505,5527378
On Semiconductor Corp,Edooda Trail 227,10151665546,03189415,5966972
"D&K Healthcare Resources, Inc.",Tenima Terrace 371,10487684821,86153219,2358581
Loews Corporation,Sasge Manor 317,10146525885,66069080,3285937
Navistar International Corporation,Ofuje Key 476,10779339463,10708942,4174669
Kellwood Company,Eldus Point 901,10392615659,52652042,5682561
Frontier Oil Corp,Jacoc Ridge 847,20723873466,01350530,2626325
GreenPoint Financial Corp.,Cozcut Manor 064,20169221989,84479897,997891631
U.S. Bancorp,Gogew Parkway 907,10989883245,00146019,951219684
Tyson Foods Inc,Pobed Center 154,20699681182,41285760,963795172
Ivax Corp.,Elehu Mill 032,10261331771,85412617,911511138
Pentair Inc,Jovit Extension 650,20474711849,43689820,5817613
Standard Pacific Corp.,Kobu Pike 385,20417354633,01042537,4747815
Forest Laboratories Inc.,Luguj Turnpike 267,20998458379,19020387,996642795
FMC Corp,Lubkit Street 198,10297869722,87226244,915866461
International Multifoods Corporation,Wunub Center 480,20999664442,62217908,4516525
Amerada Hess Corporation,Foha Court 561,10664151242,08159237,2154834
New York Times Company,Velu Key 744,20565472732,01455310,6111714
Quintiles Transnational,Zeca River 703,10845515347,44615832,982731136
Merrill Lynch & Co. Inc.,Sopi Court 604,20771754887,43909470,5211138
Ryerson Tull Inc,Hajwi Circle 301,20581667391,18718408,5254673
Lennox International Inc.,Mizel Way 642,20944621276,70219679,6838323
Hawaiian Electric Industries Inc.,Cobzob Square 881,20223885755,14787424,3761713
"American Financial Group, Inc.",Pabad View 503,10341564759,00929234,998593249
TransMontaigne Inc,Zuho Heights 618,10923181685,84116321,975833138
Pall Corp,Wahli Path 847,10942623792,16378379,953734679
Provident Financial Group,Irwup Way 963,10419357398,45253282,5275729
Harsco Corp.,Hutvub Glen 451,20354843224,60807035,921896687
CBRL Group Inc.,Kewzub Road 370,20479992915,03781101,6544816
Marsh & McLennan Companies Inc.,Pekju Ridge 629,10415285261,10018897,5352729
Kelly Services Inc.,Luluvu Grove 150,10422988241,98221548,6555244
SLM Corporation,Urifa Road 719,10878735256,26575820,4961154
"Cadence Design Systems, Inc.",Jesad Point 811,10531419296,44985161,947487943
Deere & Company,Uhfog Manor 192,10533866776,85278801,914897899
Landstar System Inc.,Nujir Turnpike 077,10234891113,72837656,958195729
Fidelity National Financial Inc.,Convip Avenue 982,20291868319,62909745,934268498
Duke Energy Corp,Sobla Square 945,20713159591,55597233,975149652
Kohl's Corp.,Iwevil Road 603,10642212626,65920748,996258281
American Greetings Corporation,Pokef Parkway 681,10636317123,87967878,2998771
Oxford Health Plans Inc,Ifuw Manor 356,10374576465,48345530,3855562
Hormel Foods Corp.,Ihozi Lane 437,10767711599,75659785,3993951
Maxxam Inc.,Zeghos Avenue 700,20537683439,01904289,986466693
Hughes Supply Inc.,Kuzzu Center 030,20753737548,21129642,2934582
ONEOK Inc,Dicoz Place 489,10416397827,75711494,6357698
Textron Inc,Wazuku Drive 117,10126473353,14856253,4395292
American Greetings Corporation,Bezno Ridge 034,10533818348,47996939,932947414
Cendant Corp,Tobda Pass 917,20273392637,22346653,3127941
H.B. Fuller Company,Tajkis Square 016,10175923147,05735370,2934241
Limited Inc.,Ubfi Heights 388,10216492265,66017695,2639225
PacifiCare Health Systems Inc,Cefu Mill 852,20263893566,27383827,912554734
Kelly Services Inc.,Tewfe Pike 078,20993299239,50116314,982953732
"Armstrong Holdings, Inc.",Rutezi Glen 600,10339386588,05816619,925365352
A.G. Edwards Inc.,Ifze Road 059,10996948545,25572490,936588438
The Bear Stearns Companies Inc.,Numose Pike 543,20135495728,13279983,999697397
"Amkor Technology, Inc.",Cuwe Pike 932,10943391164,23918121,977535333
Universal Health Services Inc,Awno Extension 382,10114253828,88703704,993588656
"Beverly Enterprises, Inc.",Neju Road 588,20189418231,91285483,5223849
Scholastic Corp,Hatnet River 978,10232974883,86497245,952441389
Nucor Corp,Ubuhez Terrace 844,10328991141,97680474,989837196
PeopleSoft Inc,Hoseka Lane 990,20891651938,63205775,5892798
Mercury General Corporation,Oguak Road 631,10375515136,85574527,971844913
Banta Corporation,Izlaf Boulevard 525,10993787675,46239128,5166257
National Semiconductor Corporation,Sohzok Key 787,10414777842,79392793,2242199
M.D.C. Holdings Inc.,Ubar Pass 244,20584472273,81005881,5636386
IKON Office Solutions Inc.,Hilwum Street 277,10468513736,43438484,4843529
Pharmacia Corp,Sofle Boulevard 675,10865182599,65150611,924123361
Northern Trust Corporation,Peppi Terrace 338,10914112459,95501520,926457346
"Avnet, Inc.",Iboku Terrace 724,20955819782,22592763,987841982
Genuity Inc.,Teju Loop 269,10382344994,82748889,5268749
Hovnanian Enterprises Inc.,Higul Park 178,20396619827,54418023,914413427
"Allergan, Inc.",Jaldec Pike 554,10975616833,32421880,969183796
"Brightpoint, Inc.",Fobfaw Lane 038,20127698118,74741141,922824243
North Fork Bancorporation Inc,Surus Place 902,10356895453,45055275,926553812
Federal Mogul Corp.,Jisil Center 510,10192662981,58446677,4839356
Illinois Tool Works Inc.,Ewade Circle 254,10223171363,36525207,6843794
Shopko Stores Inc,Wego Terrace 804,10284631745,03348947,3662112
Zale Corporation,Evfo Turnpike 147,20727832643,75924496,6739186
Sonic Automotive Inc.,Kicco Pike 469,10926827396,27611169,6742248
Sequa Corp,Faboj Trail 476,10897865764,09217348,949612189
Apartment Investment and Management Company,Nojnik Parkway 603,10419534417,24083497,3949551
Wells Fargo & Company,Cotbeh Pass 575,10787849729,43962914,928145982
Abbott Laboratories,Copdej Path 158,10179949364,57958148,975718429
Park Place Entertainment Corp,Pivos Road 247,10727814317,24275056,979166798
Northrop Grumman Corporation,Ujouw View 742,20634278541,93318314,973226719
"BJ's Wholesale Club, Inc.",Zihek Avenue 468,20692781297,46812522,6248381
